objectIndex,max_jf,can_rwIds,ed_rwIds
208500030492,37,"32030001,32030002,32030003","32030001,32030002,32030003"
208500030496,22,"32030001,32030002",32030002
208500030498,10,"32030001,32030002","32030001,32030002"
208500030500,11,"32030001,32030002","32030001,32030002"
208600000066,55,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208600000088,30,"32030001,32030002,32030003","32030001,32030002,32030003"
208600000096,10,"32030001,32030002","32030001,32030002"
208600000186,21,"32030001,32030002","32030001,32030002"
208600000205,11,"32030001,32030002","32030001,32030002"
208600000217,50,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208600000225,1,32030001,32030001
208600000242,21,"32030001,32030002","32030001,32030002"
208600000315,36,"32030001,32030002,32030003","32030001,32030002,32030003"
208600000344,45,"32030001,32030002,32030003","32030001,32030002,32030003"
208600000435,20,"32030001,32030002","32030001,32030002"
208600000470,21,"32030001,32030002","32030001,32030002"
208600000542,71,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208600000563,10,"32030001,32030002",NULL
208600000577,41,"32030001,32030002,32030003","32030001,32030002,32030003"
208600000586,34,"32030001,32030002,32030003","32030001,32030002,32030003"
208600000589,30,"32030001,32030002,32030003","32030001,32030002,32030003"
208600000681,7,32030001,32030001
208600000709,80,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
208600000844,13,"32030001,32030002","32030001,32030002"
208600000859,10,"32030001,32030002",NULL
208600000908,1,32030001,32030001
208600000921,59,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208600000998,80,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
208600001018,8,32030001,32030001
208600001146,4,32030001,32030001
208600001164,10,"32030001,32030002",NULL
208600001174,10,"32030001,32030002","32030001,32030002"
208600001179,52,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208600001274,1,32030001,32030001
208600001379,9,32030001,32030001
208600001450,15,"32030001,32030002",NULL
208600001497,1,32030001,32030001
208600001628,10,"32030001,32030002","32030001,32030002"
208600001834,2,32030001,32030001
208600001894,11,"32030001,32030002",NULL
208600001896,44,"32030001,32030002,32030003","32030001,32030002,32030003"
208600002005,26,"32030001,32030002","32030001,32030002"
208600002050,11,"32030001,32030002","32030001,32030002"
208600002212,94,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
208600002357,10,"32030001,32030002","32030001,32030002"
208600002395,60,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208600002399,97,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
208600002632,81,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
208600002960,10,"32030001,32030002",NULL
208600003012,77,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208600003073,26,"32030001,32030002","32030001,32030002"
208600003148,24,"32030001,32030002","32030001,32030002"
208600003289,11,"32030001,32030002",NULL
208600003301,100,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
208600003558,44,"32030001,32030002,32030003","32030001,32030002,32030003"
208600003767,44,"32030001,32030002,32030003","32030001,32030002,32030003"
208600003779,30,"32030001,32030002,32030003","32030001,32030002,32030003"
208600003856,19,"32030001,32030002","32030001,32030002"
208600003943,39,"32030001,32030002,32030003","32030001,32030002,32030003"
208600003965,12,"32030001,32030002","32030001,32030002"
208600004137,10,"32030001,32030002",NULL
208600004425,32,"32030001,32030002,32030003","32030001,32030002,32030003"
208600004439,10,"32030001,32030002",NULL
208600004503,12,"32030001,32030002","32030001,32030002"
208600004579,80,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
208600004616,30,"32030001,32030002,32030003","32030001,32030002,32030003"
208600004627,301,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010",NULL
208600004629,20,"32030001,32030002","32030001,32030002"
208600004738,5,32030001,32030001
208600004787,10,"32030001,32030002",NULL
208600004829,8,32030001,32030001
208600004866,45,"32030001,32030002,32030003","32030001,32030002,32030003"
208600004884,18,"32030001,32030002","32030001,32030002"
208600004889,300,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010","32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010"
208600004981,11,"32030001,32030002","32030001,32030002"
208600005009,300,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010","32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010"
208600005031,10,"32030001,32030002","32030001,32030002"
208600005104,10,"32030001,32030002","32030001,32030002"
208600005176,90,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
208600005282,64,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208600005311,1,32030001,32030001
208600005319,3,32030001,32030001
208600005387,12,"32030001,32030002","32030001,32030002"
208600005397,120,"32030001,32030002,32030003,32030004,32030005,32030006","32030001,32030002,32030003,32030004,32030005,32030006"
208600005477,10,"32030001,32030002","32030001,32030002"
208600005693,74,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208600005795,1,32030001,32030001
208600005815,37,"32030001,32030002,32030003","32030001,32030002,32030003"
208600005866,110,"32030001,32030002,32030003,32030004,32030005",NULL
208600005931,10,"32030001,32030002","32030001,32030002"
208600006069,2,32030001,32030001
208600006088,5,32030001,32030001
208600006095,50,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208600006137,300,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010","32030001,32030002,32030003,32030004,32030005"
208600006230,61,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208600006285,20,"32030001,32030002",NULL
208600006527,3,32030001,NULL
208600006700,45,"32030001,32030002,32030003","32030001,32030002,32030003"
208600006892,80,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
208600007003,12,"32030001,32030002","32030001,32030002"
208600007104,40,"32030001,32030002,32030003",NULL
208600007119,10,"32030001,32030002",NULL
208600007296,1,32030001,32030001
208600007356,10,"32030001,32030002","32030001,32030002"
208600007424,41,"32030001,32030002,32030003","32030001,32030002,32030003"
208600007655,20,"32030001,32030002","32030001,32030002"
208600007837,107,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
208600007978,300,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010","32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010"
208600008102,10,"32030001,32030002",NULL
208600008155,300,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010","32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010"
208600008232,61,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208600008247,6,32030001,32030001
208600008264,301,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010","32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010"
208600008381,16,"32030001,32030002","32030001,32030002"
208600008853,10,"32030001,32030002","32030001,32030002"
208600008989,10,"32030001,32030002","32030001,32030002"
208600009092,17,"32030001,32030002","32030001,32030002"
208600009181,53,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208600009276,220,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008",NULL
208600009301,224,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008","32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008"
208600009333,10,"32030001,32030002","32030001,32030002"
208600009424,24,"32030001,32030002","32030001,32030002"
208600009644,50,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208600009730,40,"32030001,32030002,32030003","32030001,32030002,32030003"
208600009960,80,"32030001,32030002,32030003,32030004,32030005",NULL
208600009980,4,32030001,32030001
208600010303,200,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008","32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008"
208600010633,10,"32030001,32030002","32030001,32030002"
208600010744,16,"32030001,32030002","32030001,32030002"
208600010925,180,"32030001,32030002,32030003,32030004,32030005,32030006,32030007","32030001,32030002,32030003,32030004,32030005,32030006,32030007"
208600011331,10,"32030001,32030002","32030001,32030002"
208600011573,123,"32030001,32030002,32030003,32030004,32030005,32030006","32030001,32030002,32030003,32030004,32030005,32030006"
208600011804,10,"32030001,32030002","32030001,32030002"
208600011829,11,"32030001,32030002","32030001,32030002"
208600011946,31,"32030001,32030002,32030003","32030001,32030002,32030003"
208600012427,80,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
208600012598,18,"32030001,32030002","32030001,32030002"
208600012747,5,32030001,32030001
208600013023,10,"32030001,32030002",32030002
208600013241,41,"32030001,32030002,32030003","32030001,32030002,32030003"
208600013242,130,"32030001,32030002,32030003,32030004,32030005,32030006","32030001,32030002,32030003,32030004,32030005,32030006"
208600013984,34,"32030001,32030002,32030003","32030001,32030002,32030003"
208600014245,85,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
208600014357,1,32030001,32030001
208600014401,11,"32030001,32030002","32030001,32030002"
208600014471,80,"32030001,32030002,32030003,32030004,32030005","32030002,32030003,32030004,32030005"
208600014652,9,32030001,32030001
208600015157,34,"32030001,32030002,32030003","32030001,32030002,32030003"
208600015782,11,"32030001,32030002","32030001,32030002"
208600015839,11,"32030001,32030002","32030001,32030002"
208600016313,4,32030001,32030001
208600016518,40,"32030001,32030002,32030003","32030001,32030002,32030003"
208600016535,10,"32030001,32030002","32030001,32030002"
208600016708,35,"32030001,32030002,32030003","32030001,32030002,32030003"
208600016780,10,"32030001,32030002","32030001,32030002"
208600016818,80,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
208600017697,1,32030001,32030001
208600018513,22,"32030001,32030002","32030001,32030002"
208600018841,3,32030001,32030001
208600018898,33,"32030001,32030002,32030003","32030001,32030002,32030003"
208600019149,37,"32030001,32030002,32030003","32030001,32030002,32030003"
208600019201,12,"32030001,32030002","32030001,32030002"
208600020441,22,"32030001,32030002","32030001,32030002"
208600021301,61,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208600021925,15,"32030001,32030002",NULL
208600024060,88,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
208600024200,20,"32030001,32030002","32030001,32030002"
208600024242,1,32030001,32030001
208600024801,10,"32030001,32030002",NULL
208600024894,186,"32030001,32030002,32030003,32030004,32030005,32030006,32030007","32030001,32030002,32030003,32030004,32030005,32030006"
208600024910,35,"32030001,32030002,32030003","32030001,32030002,32030003"
208600026386,4,32030001,32030001
208600027371,40,"32030001,32030002,32030003","32030001,32030002,32030003"
208600027657,21,"32030001,32030002","32030001,32030002"
208600027795,13,"32030001,32030002","32030001,32030002"
208600028030,42,"32030001,32030002,32030003","32030001,32030002,32030003"
208600028033,16,"32030001,32030002","32030001,32030002"
208600028096,5,32030001,32030001
208600028714,5,32030001,NULL
208600028716,10,"32030001,32030002","32030001,32030002"
208600029175,1,32030001,32030001
208600029185,20,"32030001,32030002","32030001,32030002"
208600029542,1,32030001,32030001
208600029637,30,"32030001,32030002,32030003","32030001,32030002,32030003"
208600029640,10,"32030001,32030002","32030001,32030002"
208600029735,20,"32030001,32030002","32030001,32030002"
208600029850,40,"32030001,32030002,32030003","32030001,32030002,32030003"
208600029887,26,"32030001,32030002","32030001,32030002"
208600029998,20,"32030001,32030002","32030001,32030002"
208600030065,60,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208600030404,11,"32030001,32030002","32030001,32030002"
208600030416,1,32030001,32030001
208600030421,22,"32030001,32030002","32030001,32030002"
208600030472,20,"32030001,32030002","32030001,32030002"
208600030482,18,"32030001,32030002",NULL
208700000015,11,"32030001,32030002","32030001,32030002"
208700000025,30,"32030001,32030002,32030003","32030001,32030002,32030003"
208700000069,10,"32030001,32030002","32030001,32030002"
208700000087,51,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208700000142,16,"32030001,32030002","32030001,32030002"
208700000191,160,"32030001,32030002,32030003,32030004,32030005,32030006,32030007","32030001,32030002,32030003,32030004,32030005,32030006,32030007"
208700000216,1,32030001,32030001
208700000248,10,"32030001,32030002",NULL
208700000268,73,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208700000271,54,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208700000290,50,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208700000386,20,"32030001,32030002",NULL
208700000550,120,"32030001,32030002,32030003,32030004,32030005,32030006","32030001,32030002,32030003,32030004,32030005,32030006"
208700000570,48,"32030001,32030002,32030003","32030001,32030002,32030003"
208700000616,56,"32030001,32030002,32030003,32030004","32030002,32030003,32030004"
208700000625,22,"32030001,32030002","32030001,32030002"
208700000679,110,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
208700000756,50,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208700000795,30,"32030001,32030002,32030003","32030001,32030002,32030003"
208700000832,45,"32030001,32030002,32030003","32030001,32030002,32030003"
208700000862,51,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208700000913,10,"32030001,32030002","32030001,32030002"
208700000922,30,"32030001,32030002,32030003","32030001,32030002,32030003"
208700000926,5,32030001,32030001
208700000985,20,"32030001,32030002","32030001,32030002"
208700001073,10,"32030001,32030002","32030001,32030002"
208700001077,7,32030001,32030001
208700001089,21,"32030001,32030002","32030001,32030002"
208700001104,80,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
208700001156,13,"32030001,32030002","32030001,32030002"
208700001178,20,"32030001,32030002","32030001,32030002"
208700001212,24,"32030001,32030002","32030001,32030002"
208700001249,1,32030001,32030001
208700001282,1,32030001,32030001
208700001383,30,"32030001,32030002,32030003","32030001,32030002,32030003"
208700001429,10,"32030001,32030002","32030001,32030002"
208700001563,30,"32030001,32030002,32030003","32030001,32030002,32030003"
208700001644,1,32030001,32030001
208700001855,80,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
208700001861,4,32030001,32030001
208700001920,60,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208700001945,180,"32030001,32030002,32030003,32030004,32030005,32030006,32030007","32030001,32030002,32030003,32030004,32030005,32030006,32030007"
208700001970,110,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
208700002006,80,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
208700002131,10,"32030001,32030002","32030001,32030002"
208700002332,10,"32030001,32030002",NULL
208700002540,65,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208700002673,14,"32030001,32030002","32030001,32030002"
208700002765,180,"32030001,32030002,32030003,32030004,32030005,32030006,32030007","32030001,32030002,32030003,32030004,32030005,32030006,32030007"
208700002916,10,"32030001,32030002","32030001,32030002"
208700002946,1,32030001,32030001
208700003017,11,"32030001,32030002","32030001,32030002"
208700003064,1,32030001,32030001
208700003146,50,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208700003308,90,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
208700003524,50,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208700003644,34,"32030001,32030002,32030003","32030001,32030002,32030003"
208700003654,51,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208700003772,220,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008",32030002
208700003868,3,32030001,32030001
208700003886,10,"32030001,32030002","32030001,32030002"
208700003906,10,"32030001,32030002",NULL
208700004149,90,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
208700004236,10,"32030001,32030002","32030001,32030002"
208700004259,3,32030001,32030001
208700004456,2,32030001,32030001
208700004533,28,"32030001,32030002","32030001,32030002"
208700004584,300,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010","32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010"
208700004621,4,32030001,NULL
208700004636,16,"32030001,32030002",NULL
208700004705,40,"32030001,32030002,32030003","32030001,32030002,32030003"
208700004763,20,"32030001,32030002","32030001,32030002"
208700004793,41,"32030001,32030002,32030003","32030001,32030002,32030003"
208700004931,13,"32030001,32030002","32030001,32030002"
208700005097,87,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
208700005207,200,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008","32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008"
208700005248,301,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010","32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010"
208700005276,38,"32030001,32030002,32030003","32030001,32030002,32030003"
208700005321,220,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008",NULL
208700005407,10,"32030001,32030002",NULL
208700005534,10,"32030001,32030002","32030001,32030002"
208700005628,1,32030001,NULL
208700005767,50,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208700005817,40,"32030001,32030002,32030003","32030001,32030002,32030003"
208700005836,70,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208700005857,56,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208700005864,10,"32030001,32030002","32030001,32030002"
208700005936,73,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208700006009,60,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208700006011,5,32030001,32030001
208700006112,11,"32030001,32030002",NULL
208700006244,31,"32030001,32030002,32030003","32030001,32030002,32030003"
208700006273,39,"32030001,32030002,32030003","32030001,32030002,32030003"
208700006394,35,"32030001,32030002,32030003","32030001,32030002,32030003"
208700006445,23,"32030001,32030002","32030001,32030002"
208700006500,10,"32030001,32030002","32030001,32030002"
208700006544,200,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008","32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008"
208700006953,1,32030001,NULL
208700006995,30,"32030001,32030002,32030003","32030001,32030002,32030003"
208700007008,30,"32030001,32030002,32030003","32030001,32030002,32030003"
208700007579,1,32030001,32030001
208700007921,1,32030001,32030001
208700007979,5,32030001,NULL
208700008391,1,32030001,32030001
208700008440,120,"32030001,32030002,32030003,32030004,32030005,32030006","32030001,32030002,32030003,32030004,32030005,32030006"
208700008453,20,"32030001,32030002","32030001,32030002"
208700008594,10,"32030001,32030002","32030001,32030002"
208700008677,120,"32030001,32030002,32030003,32030004,32030005,32030006","32030001,32030002,32030003,32030004,32030005,32030006"
208700008942,1,32030001,NULL
208700008991,10,"32030001,32030002",NULL
208700009655,30,"32030001,32030002,32030003","32030001,32030002,32030003"
208700009669,30,"32030001,32030002,32030003","32030001,32030002,32030003"
208700009775,45,"32030001,32030002,32030003","32030001,32030002,32030003"
208700010438,60,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208700010709,10,"32030001,32030002",NULL
208700010925,200,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008","32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008"
208700011166,10,"32030001,32030002","32030001,32030002"
208700011650,301,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010","32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010"
208700011665,306,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010",NULL
208700011786,100,"32030001,32030002,32030003,32030004,32030005",NULL
208700012016,30,"32030001,32030002,32030003","32030001,32030002,32030003"
208700012207,36,"32030001,32030002,32030003","32030001,32030002,32030003"
208700013381,1,32030001,32030001
208700013653,4,32030001,32030001
208700013827,15,"32030001,32030002","32030001,32030002"
208700014000,64,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208700014032,21,"32030001,32030002",NULL
208700014443,43,"32030001,32030002,32030003","32030001,32030002,32030003"
208700014619,50,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208700014649,33,"32030001,32030002,32030003","32030001,32030002,32030003"
208700014651,10,"32030001,32030002",32030002
208700015051,13,"32030001,32030002",32030001
208700015716,51,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208700016048,50,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208700016487,4,32030001,32030001
208700017124,45,"32030001,32030002,32030003","32030001,32030002,32030003"
208700018382,40,"32030001,32030002,32030003","32030001,32030002,32030003"
208700018906,230,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008","32030002,32030003,32030004,32030005,32030006,32030007,32030008"
208700018962,11,"32030001,32030002","32030001,32030002"
208700019135,71,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208700020659,103,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
208700020676,34,"32030001,32030002,32030003","32030001,32030002,32030003"
208700020686,14,"32030001,32030002","32030001,32030002"
208700020785,10,"32030001,32030002","32030001,32030002"
208700020795,270,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009",NULL
208700021038,24,"32030001,32030002","32030001,32030002"
208700021617,11,"32030001,32030002","32030001,32030002"
208700021631,20,"32030001,32030002",NULL
208700023856,20,"32030001,32030002","32030001,32030002"
208700023980,120,"32030001,32030002,32030003,32030004,32030005,32030006","32030001,32030002,32030003,32030004,32030005,32030006"
208700024030,20,"32030001,32030002","32030001,32030002"
208700024293,33,"32030001,32030002,32030003","32030001,32030002,32030003"
208700024664,43,"32030001,32030002,32030003","32030001,32030002,32030003"
208700024782,10,"32030001,32030002",NULL
208700024820,11,"32030001,32030002","32030001,32030002"
208700024829,1,32030001,32030001
208700025576,17,"32030001,32030002","32030001,32030002"
208700025872,5,32030001,NULL
208700027246,36,"32030001,32030002,32030003","32030001,32030002"
208700027263,41,"32030001,32030002,32030003","32030001,32030002,32030003"
208700027276,40,"32030001,32030002,32030003","32030001,32030002,32030003"
208700028515,20,"32030001,32030002","32030001,32030002"
208700028585,20,"32030001,32030002",NULL
208700028775,20,"32030001,32030002","32030001,32030002"
208700028800,46,"32030001,32030002,32030003","32030001,32030002,32030003"
208700028837,50,"32030001,32030002,32030003,32030004","32030001,32030002,32030003"
208700028907,57,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208700029129,3,32030001,32030001
208700029157,10,"32030001,32030002","32030001,32030002"
208700029232,76,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208700029628,20,"32030001,32030002","32030001,32030002"
208700029717,44,"32030001,32030002,32030003","32030001,32030002,32030003"
208700030019,1,32030001,32030001
208700030196,49,"32030001,32030002,32030003","32030001,32030002,32030003"
208700030300,120,"32030001,32030002,32030003,32030004,32030005,32030006","32030001,32030002,32030003,32030004,32030005,32030006"
208700030413,61,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208700030421,7,32030001,32030001
208700030448,34,"32030001,32030002,32030003","32030001,32030002,32030003"
208700030453,34,"32030001,32030002,32030003","32030001,32030002,32030003"
208700030465,30,"32030001,32030002,32030003","32030001,32030002"
208700030488,8,32030001,32030001
208700030500,10,"32030001,32030002","32030001,32030002"
208700030504,21,"32030001,32030002","32030001,32030002"
208700030510,20,"32030001,32030002","32030001,32030002"
208700030517,17,"32030001,32030002","32030001,32030002"
208700030520,31,"32030001,32030002,32030003","32030001,32030002"
208700030523,100,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
208700030525,50,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208700030527,30,"32030001,32030002,32030003","32030001,32030002,32030003"
208700030529,35,"32030001,32030002,32030003","32030001,32030002,32030003"
208700030532,19,"32030001,32030002","32030001,32030002"
208700030533,70,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208800000023,50,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208800000176,11,"32030001,32030002",NULL
208800000201,64,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208800000216,10,"32030001,32030002","32030001,32030002"
208800000225,10,"32030001,32030002","32030001,32030002"
208800000266,4,32030001,32030001
208800000314,10,"32030001,32030002",NULL
208800000318,40,"32030001,32030002,32030003","32030001,32030002,32030003"
208800000553,30,"32030001,32030002,32030003","32030001,32030002,32030003"
208800000756,48,"32030001,32030002,32030003","32030001,32030002,32030003"
208800000762,21,"32030001,32030002","32030001,32030002"
208800000774,44,"32030001,32030002,32030003","32030001,32030002,32030003"
208800000796,6,32030001,NULL
208800000801,10,"32030001,32030002","32030001,32030002"
208800000854,68,"32030001,32030002,32030003,32030004",32030001
208800000906,52,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208800000920,10,"32030001,32030002","32030001,32030002"
208800000940,43,"32030001,32030002,32030003","32030001,32030002,32030003"
208800001046,10,"32030001,32030002","32030001,32030002"
208800001053,40,"32030001,32030002,32030003","32030001,32030002,32030003"
208800001056,10,"32030001,32030002",NULL
208800001058,34,"32030001,32030002,32030003","32030001,32030002,32030003"
208800001064,32,"32030001,32030002,32030003",NULL
208800001076,2,32030001,32030001
208800001111,10,"32030001,32030002",NULL
208800001149,4,32030001,NULL
208800001247,20,"32030001,32030002","32030001,32030002"
208800001320,59,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208800001476,20,"32030001,32030002","32030001,32030002"
208800001478,76,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208800001602,10,"32030001,32030002",NULL
208800001693,10,"32030001,32030002",NULL
208800001947,10,"32030001,32030002","32030001,32030002"
208800001984,10,"32030001,32030002","32030001,32030002"
208800002036,117,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
208800002108,10,"32030001,32030002",NULL
208800002744,30,"32030001,32030002,32030003","32030001,32030002"
208800003291,1,32030001,NULL
208800003468,60,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208800003790,1,32030001,32030001
208800003950,51,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208800003951,50,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208800004054,11,"32030001,32030002","32030001,32030002"
208800004128,40,"32030001,32030002,32030003","32030001,32030002,32030003"
208800004140,11,"32030001,32030002","32030001,32030002"
208800004218,2,32030001,32030001
208800004269,10,"32030001,32030002","32030001,32030002"
208800004405,45,"32030001,32030002,32030003","32030001,32030002,32030003"
208800004526,1,32030001,32030001
208800004611,40,"32030001,32030002,32030003","32030001,32030002,32030003"
208800004707,60,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208800004757,10,"32030001,32030002","32030001,32030002"
208800004762,2,32030001,32030001
208800004917,40,"32030001,32030002,32030003","32030001,32030002,32030003"
208800004970,40,"32030001,32030002,32030003","32030001,32030002,32030003"
208800005020,22,"32030001,32030002","32030001,32030002"
208800005049,41,"32030001,32030002,32030003","32030001,32030002,32030003"
208800005149,200,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008","32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008"
208800005241,2,32030001,32030001
208800005337,40,"32030001,32030002,32030003","32030001,32030002,32030003"
208800005452,25,"32030001,32030002","32030001,32030002"
208800005608,12,"32030001,32030002","32030001,32030002"
208800005645,1,32030001,32030001
