objectIndex,max_jf,can_rwIds,ed_rwIds
217500028076,80,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
217500028212,50,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217500028221,20,"32030001,32030002","32030001,32030002"
217500028483,20,"32030001,32030002","32030001,32030002"
217500028918,10,"32030001,32030002",NULL
217500029031,20,"32030001,32030002","32030001,32030002"
217500029116,23,"32030001,32030002","32030001,32030002"
217500029429,44,"32030001,32030002,32030003","32030001,32030002,32030003"
217500029664,15,"32030001,32030002","32030001,32030002"
217500029667,100,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
217500030021,12,"32030001,32030002","32030001,32030002"
217500030023,22,"32030001,32030002","32030001,32030002"
217500030241,26,"32030001,32030002","32030001,32030002"
217500030244,14,"32030001,32030002","32030001,32030002"
217500030358,14,"32030001,32030002","32030001,32030002"
217500030361,10,"32030001,32030002","32030001,32030002"
217500030371,46,"32030001,32030002,32030003","32030001,32030002,32030003"
217500030399,30,"32030001,32030002,32030003","32030001,32030002,32030003"
217500030403,30,"32030001,32030002,32030003","32030001,32030002,32030003"
217500030406,26,"32030001,32030002",NULL
217500030416,45,"32030001,32030002,32030003","32030001,32030002,32030003"
217500030427,13,"32030001,32030002","32030001,32030002"
217500030437,2,32030001,32030001
217500030447,17,"32030001,32030002","32030001,32030002"
217500030449,70,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217500030453,12,"32030001,32030002","32030001,32030002"
217500030462,1,32030001,32030001
217500030469,42,"32030001,32030002,32030003","32030001,32030002,32030003"
217600000013,1,32030001,NULL
217600000071,2,32030001,32030001
217600000114,20,"32030001,32030002","32030001,32030002"
217600000184,53,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217600000270,10,"32030001,32030002",NULL
217600000276,6,32030001,NULL
217600000319,30,"32030001,32030002,32030003","32030001,32030002,32030003"
217600000331,10,"32030001,32030002","32030001,32030002"
217600000433,1,32030001,32030001
217600000466,50,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217600000612,10,"32030001,32030002",32030002
217600000615,10,"32030001,32030002","32030001,32030002"
217600000642,80,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
217600000731,200,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008","32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008"
217600000747,57,"32030001,32030002,32030003,32030004","32030001,32030002,32030003"
217600000963,130,"32030001,32030002,32030003,32030004,32030005,32030006","32030001,32030002,32030003,32030004,32030005,32030006"
217600000984,83,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
217600001166,1,32030001,32030001
217600001167,60,"32030001,32030002,32030003,32030004",NULL
217600001187,66,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217600001242,15,"32030001,32030002",NULL
217600001331,11,"32030001,32030002","32030001,32030002"
217600001443,10,"32030001,32030002","32030001,32030002"
217600001588,140,"32030001,32030002,32030003,32030004,32030005,32030006","32030001,32030002,32030003,32030004,32030005,32030006"
217600001670,10,"32030001,32030002","32030001,32030002"
217600001673,20,"32030001,32030002","32030001,32030002"
217600001915,30,"32030001,32030002,32030003","32030001,32030002,32030003"
217600002163,60,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217600002170,30,"32030001,32030002,32030003","32030001,32030002,32030003"
217600002205,30,"32030001,32030002,32030003",NULL
217600002234,11,"32030001,32030002","32030001,32030002"
217600002246,2,32030001,32030001
217600002288,20,"32030001,32030002","32030001,32030002"
217600002345,40,"32030001,32030002,32030003","32030001,32030002,32030003"
217600002816,95,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
217600002840,23,"32030001,32030002","32030001,32030002"
217600002862,50,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217600003164,30,"32030001,32030002,32030003","32030001,32030002,32030003"
217600003509,30,"32030001,32030002,32030003","32030001,32030002,32030003"
217600003573,10,"32030001,32030002","32030001,32030002"
217600003574,11,"32030001,32030002","32030001,32030002"
217600003580,5,32030001,32030001
217600003710,20,"32030001,32030002",NULL
217600003734,10,"32030001,32030002","32030001,32030002"
217600003968,30,"32030001,32030002,32030003","32030001,32030002,32030003"
217600004017,26,"32030001,32030002","32030001,32030002"
217600004211,58,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217600004226,50,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217600004235,50,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217600004289,44,"32030001,32030002,32030003","32030001,32030002,32030003"
217600004402,10,"32030001,32030002","32030001,32030002"
217600004411,2,32030001,32030001
217600004556,30,"32030001,32030002,32030003","32030001,32030002,32030003"
217600004871,2,32030001,32030001
217600004914,301,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010","32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010"
217600004964,7,32030001,32030001
217600005331,21,"32030001,32030002","32030001,32030002"
217600005515,31,"32030001,32030002,32030003","32030001,32030002,32030003"
217600005518,10,"32030001,32030002","32030001,32030002"
217600005946,10,"32030001,32030002","32030001,32030002"
217600005965,20,"32030001,32030002",NULL
217600005996,56,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217600006058,300,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010","32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010"
217600006139,51,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217600006219,21,"32030001,32030002","32030001,32030002"
217600006234,1,32030001,32030001
217600006306,10,"32030001,32030002","32030001,32030002"
217600006322,30,"32030001,32030002,32030003","32030001,32030002,32030003"
217600006345,30,"32030001,32030002,32030003","32030001,32030002,32030003"
217600006594,50,"32030001,32030002,32030003,32030004","32030002,32030003"
217600006791,50,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217600006798,32,"32030001,32030002,32030003","32030001,32030002,32030003"
217600006809,50,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217600006821,10,"32030001,32030002","32030001,32030002"
217600006912,31,"32030001,32030002,32030003","32030001,32030002"
217600007057,11,"32030001,32030002","32030001,32030002"
217600007859,10,"32030001,32030002",NULL
217600007929,50,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217600008000,6,32030001,NULL
217600008052,303,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010","32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010"
217600008133,10,"32030001,32030002",NULL
217600008409,31,"32030001,32030002,32030003","32030001,32030002,32030003"
217600009142,1,32030001,32030001
217600009288,20,"32030001,32030002","32030001,32030002"
217600009424,10,"32030001,32030002","32030001,32030002"
217600009488,10,"32030001,32030002",NULL
217600009495,40,"32030001,32030002,32030003","32030001,32030002,32030003"
217600009674,11,"32030001,32030002",NULL
217600009756,20,"32030001,32030002",NULL
217600009854,240,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008","32030002,32030003,32030004,32030005,32030006,32030007,32030008"
217600010049,93,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
217600010080,81,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
217600010180,31,"32030001,32030002,32030003","32030001,32030002,32030003"
217600010347,30,"32030001,32030002,32030003","32030001,32030002,32030003"
217600010358,54,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217600010709,51,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217600010894,10,"32030001,32030002","32030001,32030002"
217600011047,81,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
217600011737,300,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010","32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010"
217600011912,31,"32030001,32030002,32030003","32030001,32030002,32030003"
217600012194,10,"32030001,32030002","32030001,32030002"
217600012295,10,"32030001,32030002","32030001,32030002"
217600012466,35,"32030001,32030002,32030003","32030001,32030002,32030003"
217600012576,52,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217600012797,44,"32030001,32030002,32030003","32030001,32030002,32030003"
217600012901,120,"32030001,32030002,32030003,32030004,32030005,32030006","32030001,32030002,32030003,32030004,32030005,32030006"
217600013213,50,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217600013514,20,"32030001,32030002",NULL
217600013641,1,32030001,32030001
217600013754,2,32030001,32030001
217600014017,20,"32030001,32030002","32030001,32030002"
217600014212,9,32030001,32030001
217600014762,20,"32030001,32030002","32030001,32030002"
217600014816,11,"32030001,32030002","32030001,32030002"
217600014968,10,"32030001,32030002",NULL
217600015172,12,"32030001,32030002","32030001,32030002"
217600015174,10,"32030001,32030002","32030001,32030002"
217600015872,10,"32030001,32030002","32030001,32030002"
217600016217,50,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217600017137,50,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217600018959,1,32030001,NULL
217600019162,50,"32030001,32030002,32030003,32030004",NULL
217600019571,1,32030001,32030001
217600020699,60,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217600020859,30,"32030001,32030002,32030003","32030001,32030002,32030003"
217600021106,1,32030001,32030001
217600021156,34,"32030001,32030002,32030003","32030001,32030002,32030003"
217600021233,12,"32030001,32030002","32030001,32030002"
217600022131,10,"32030001,32030002","32030001,32030002"
217600022365,45,"32030001,32030002,32030003","32030001,32030002,32030003"
217600022848,20,"32030001,32030002","32030001,32030002"
217600023424,10,"32030001,32030002",NULL
217600023426,6,32030001,32030001
217600024148,10,"32030001,32030002","32030001,32030002"
217600024847,200,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008","32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008"
217600024876,13,"32030001,32030002","32030001,32030002"
217600024903,20,"32030001,32030002",NULL
217600024912,20,"32030001,32030002","32030001,32030002"
217600025743,40,"32030001,32030002,32030003","32030001,32030002,32030003"
217600025774,10,"32030001,32030002","32030001,32030002"
217600025845,46,"32030001,32030002,32030003","32030001,32030002,32030003"
217600026047,10,"32030001,32030002","32030001,32030002"
217600026100,60,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217600026219,20,"32030001,32030002","32030001,32030002"
217600026345,20,"32030001,32030002","32030001,32030002"
217600027697,10,"32030001,32030002","32030001,32030002"
217600027761,52,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217600027902,40,"32030001,32030002,32030003","32030001,32030002,32030003"
217600028261,48,"32030001,32030002,32030003","32030001,32030002,32030003"
217600028744,50,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217600028761,10,"32030001,32030002",NULL
217600028767,48,"32030001,32030002,32030003","32030001,32030002,32030003"
217600028799,52,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217600028848,45,"32030001,32030002,32030003","32030001,32030002,32030003"
217600028926,7,32030001,32030001
217600029003,12,"32030001,32030002",NULL
217600029004,40,"32030001,32030002,32030003","32030001,32030002,32030003"
217600029073,34,"32030001,32030002,32030003","32030001,32030002,32030003"
217600029124,10,"32030001,32030002","32030001,32030002"
217600029423,11,"32030001,32030002","32030001,32030002"
217600030387,12,"32030001,32030002",NULL
217600030406,10,"32030001,32030002","32030001,32030002"
217600030445,10,"32030001,32030002","32030001,32030002"
217600030447,10,"32030001,32030002",NULL
217600030448,37,"32030001,32030002,32030003","32030001,32030002,32030003"
217600030469,200,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008","32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008"
217600030479,24,"32030001,32030002","32030001,32030002"
217600030492,20,"32030001,32030002","32030001,32030002"
217600030494,60,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217600030500,23,"32030001,32030002","32030001,32030002"
217600030505,20,"32030001,32030002","32030001,32030002"
217600030506,42,"32030001,32030002,32030003","32030001,32030002,32030003"
217600030508,34,"32030001,32030002,32030003","32030001,32030002,32030003"
217600030515,40,"32030001,32030002,32030003","32030001,32030002,32030003"
